,Outcome,Order,Date,EMA,Points,Take Profit,Stop Loss,Entry,Amount,Profit,Challenge Profit
488,WIN,BUY,2020-08-26 11:40:00,28137.294479240885,67.02000000000044,28321.46,28153.91,28220.93,3000.0000000000005,-52000.0,12000.0
489,LOSS,BUY,2020-08-27 13:20:00,28321.02664155167,149.6899999999987,28738.155,28363.93,28513.62,-2000.0,-54000.0,10000.0
490,LOSS,BUY,2020-09-10 10:10:00,28017.645520441816,137.19000000000233,28281.935000000005,27938.96,28076.15,-2000.0,-56000.0,-2000.0
491,WIN,SELL,2020-09-11 11:30:00,27850.840637850495,136.65999999999985,27487.17,27828.82,27692.16,3000.0,-53000.0,1000.0
492,WIN,BUY,2020-09-14 15:40:00,27889.590740002877,133.9300000000003,28241.545000000002,27906.72,28040.65,3000.0,-50000.0,4000.0
493,WIN,SELL,2020-09-18 12:15:00,27925.630207351798,79.05999999999767,27703.860000000004,27901.51,27822.45,2999.9999999999995,-47000.0,7000.0
494,LOSS,SELL,2020-09-22 12:50:00,27255.825281950456,67.2599999999984,26978.060000000005,27146.21,27078.95,-2000.0,-49000.0,5000.0
495,LOSS,SELL,2020-09-25 11:45:00,26950.621900373124,120.59999999999854,26642.690000000002,26944.19,26823.59,-2000.0,-51000.0,3000.0
496,LOSS,BUY,2020-09-29 10:05:00,27363.530650961533,51.62000000000262,27644.650000000005,27515.6,27567.22,-2000.0,-53000.0,1000.0
497,LOSS,BUY,2020-09-30 15:45:00,27645.24208580359,218.72000000000116,28128.980000000003,27582.18,27800.9,-1999.9999999999998,-55000.0,-1999.9999999999998
498,WIN,BUY,2020-10-02 12:10:00,27717.003580774606,228.36999999999898,28067.994999999995,27497.07,27725.44,3000.0000000000005,-52000.0,1000.0000000000007
499,WIN,BUY,2020-10-08 12:15:00,28214.846033675814,63.32999999999811,28467.725,28309.4,28372.73,3000.0000000000005,-49000.0,4000.000000000001
500,WIN,BUY,2020-10-09 15:05:00,28422.716404292896,47.81000000000131,28641.185000000005,28521.66,28569.47,3000.0,-46000.0,7000.000000000001
501,LOSS,BUY,2020-10-13 10:55:00,28680.942892076608,54.18000000000029,28835.84,28700.39,28754.57,-1999.9999999999998,-48000.0,5000.000000000001
502,LOSS,BUY,2020-10-19 10:25:00,28631.30396757714,115.57999999999811,28824.469999999994,28535.52,28651.1,-2000.0000000000002,-50000.0,3000.000000000001
503,WIN,SELL,2020-10-27 14:15:00,27783.266561441218,101.81000000000131,27389.674999999996,27644.2,27542.39,3000.0,-47000.0,6000.000000000001
504,LOSS,SELL,2020-10-29 11:30:00,27029.09480751832,87.48999999999796,26438.595000000005,26657.32,26569.83,-1999.9999999999998,-49000.0,4000.000000000001
505,WIN,BUY,2020-11-02 14:20:00,26703.25723644002,138.70000000000073,27040.92,26694.17,26832.87,2999.9999999999995,-46000.0,7000.0
506,WIN,BUY,2020-11-03 14:30:00,27076.063562254163,136.78000000000247,27691.070000000007,27349.12,27485.9,3000.0,-43000.0,10000.0
507,WIN,BUY,2020-11-06 10:15:00,28068.51911968122,94.66999999999825,28452.734999999997,28216.06,28310.73,3000.0,-40000.0,13000.0
508,LOSS,BUY,2020-11-10 10:00:00,28957.060649049858,289.6800000000003,29854.86,29130.66,29420.34,-2000.0,-42000.0,11000.0
509,LOSS,BUY,2020-11-11 15:35:00,29303.78764528514,63.93000000000029,29441.045000000002,29281.22,29345.15,-2000.0000000000002,-44000.0,9000.0
510,LOSS,BUY,2020-11-12 10:15:00,29301.58982180523,117.86999999999898,29481.625,29186.95,29304.82,-1999.9999999999998,-46000.0,7000.0
511,WIN,BUY,2020-11-16 14:10:00,29545.825439573327,84.47999999999956,29960.07,29748.87,29833.35,3000.0,-43000.0,10000.0
512,WIN,BUY,2020-11-17 10:30:00,29605.970769438867,143.4900000000016,29880.435000000005,29521.71,29665.2,3000.0,-40000.0,13000.0
513,LOSS,BUY,2020-11-24 15:00:00,29740.604456855093,47.11000000000058,30098.465,29980.69,30027.8,-2000.0000000000002,-42000.0,11000.0
514,LOSS,BUY,2020-11-25 10:40:00,29791.659469815786,39.43000000000029,29943.995,29845.42,29884.85,-2000.0000000000002,-44000.0,9000.0
515,LOSS,BUY,2020-11-27 12:45:00,29856.93896331113,91.58000000000175,30048.930000000004,29819.98,29911.56,-1999.9999999999998,-46000.0,7000.0
516,WIN,BUY,2020-12-01 13:25:00,29795.920282031406,24.32999999999811,29948.795,29887.97,29912.3,3000.000000000001,-43000.0,3000.000000000001
517,LOSS,BUY,2020-12-03 14:20:00,29910.60216710707,62.19000000000233,30114.275000000005,29958.8,30020.99,-1999.9999999999998,-45000.0,1000.0000000000011
518,LOSS,BUY,2020-12-07 10:45:00,30053.405537020102,47.45000000000073,30155.065000000002,30036.44,30083.89,-1999.9999999999998,-47000.0,-999.9999999999986
519,LOSS,BUY,2020-12-14 13:15:00,30061.12401160916,36.25,30121.155,30030.53,30066.78,-2000.0000000000002,-49000.0,-2999.999999999999
520,LOSS,BUY,2020-12-16 11:40:00,30106.524429516492,37.169999999998254,30229.354999999996,30136.43,30173.6,-1999.9999999999998,-51000.0,-4999.999999999999
521,WIN,BUY,2020-12-28 13:50:00,30276.309670644398,25.489999999997963,30446.784999999996,30383.06,30408.55,3000.0000000000005,-48000.0,-1999.9999999999986
522,LOSS,BUY,2020-12-29 11:40:00,30339.641859479754,50.029999999998836,30481.405,30356.33,30406.36,-1999.9999999999998,-50000.0,-3999.999999999998
523,WIN,BUY,2020-12-30 15:10:00,30402.51300097114,29.489999999997963,30466.764999999996,30393.04,30422.53,3000.0,-47000.0,-999.9999999999982
524,LOSS,SELL,2020-12-31 13:40:00,30399.665150392968,41.409999999999854,30319.845,30423.37,30381.96,-2000.0,-49000.0,-2999.999999999998
525,WIN,BUY,2021-01-06 15:40:00,30605.073802553903,106.5099999999984,30993.174999999996,30726.9,30833.41,2999.9999999999995,-46000.0,2999.9999999999995
526,WIN,BUY,2021-01-07 14:00:00,30807.46063093007,48.43000000000029,31140.245,31019.17,31067.6,3000.0,-43000.0,6000.0
527,LOSS,BUY,2021-01-08 10:55:00,30892.83714281784,115.13000000000102,31221.355000000003,30933.53,31048.66,-2000.0000000000002,-45000.0,4000.0
528,LOSS,BUY,2021-01-11 10:30:00,30937.17810581447,88.65999999999985,31155.18,30933.53,31022.19,-2000.0,-47000.0,2000.0
529,WIN,BUY,2021-01-13 11:35:00,31022.37835396634,47.45000000000073,31138.465000000004,31019.84,31067.29,2999.9999999999995,-44000.0,5000.0
530,LOSS,SELL,2021-01-15 13:50:00,30993.396170176802,43.86000000000058,30827.23,30936.88,30893.02,-2000.0000000000002,-46000.0,3000.0
531,LOSS,BUY,2021-01-19 15:40:00,30959.303415043705,29.87000000000262,31008.935000000005,30934.26,30964.13,-2000.0,-48000.0,1000.0
532,WIN,BUY,2021-01-21 12:55:00,31104.0437821029,39.2300000000032,31218.995000000006,31120.92,31160.15,3000.0,-45000.0,4000.0
533,WIN,SELL,2021-01-22 13:05:00,31098.687337354782,50.72999999999956,30975.395000000004,31102.22,31051.49,3000.0000000000005,-42000.0,7000.0
534,LOSS,SELL,2021-01-25 14:05:00,30981.852026663895,44.970000000001164,30834.664999999997,30947.09,30902.12,-1999.9999999999998,-44000.0,5000.0
535,LOSS,BUY,2021-01-26 12:30:00,30972.665806544046,38.68000000000029,31037.12,30940.42,30979.1,-1999.9999999999998,-46000.0,3000.0
536,WIN,BUY,2021-02-03 10:50:00,30566.27202704701,106.87999999999738,30788.509999999995,30521.31,30628.19,3000.0,-43000.0,6000.0
537,LOSS,BUY,2021-02-05 14:35:00,30978.86885905475,29.92000000000189,31198.620000000003,31123.82,31153.74,-2000.0000000000002,-45000.0,4000.0
538,WIN,BUY,2021-02-08 14:10:00,31128.79956948392,37.2300000000032,31341.745000000006,31248.67,31285.9,3000.0,-42000.0,7000.0
539,LOSS,BUY,2021-02-10 11:10:00,31305.35225712093,201.0600000000013,31723.97,31221.32,31422.38,-2000.0000000000002,-44000.0,5000.0
540,LOSS,BUY,2021-02-25 11:10:00,31720.263875634337,111.18000000000029,32020.010000000002,31742.06,31853.24,-2000.0,-46000.0,3000.0
541,LOSS,BUY,2021-03-02 10:00:00,31487.593042267545,108.71000000000276,31759.555000000008,31487.78,31596.49,-1999.9999999999998,-48000.0,1000.0000000000002
542,WIN,SELL,2021-03-03 13:45:00,31488.57867821368,106.22999999999956,31297.735,31563.31,31457.08,2999.9999999999995,-45000.0,4000.0
543,WIN,SELL,2021-03-04 12:20:00,31427.964001213037,215.10000000000218,30924.219999999994,31461.97,31246.87,3000.0,-42000.0,7000.0
544,LOSS,BUY,2021-03-08 15:40:00,31613.68692797155,106.25,32141.045,31875.42,31981.67,-2000.0,-44000.0,5000.0
545,WIN,BUY,2021-03-15 12:10:00,32593.09133958343,110.91999999999825,32907.049999999996,32629.75,32740.67,3000.0,-41000.0,8000.0
546,LOSS,BUY,2021-03-16 11:55:00,32726.37336920619,38.86000000000058,32901.700000000004,32804.55,32843.41,-2000.0,-43000.0,6000.0
547,WIN,BUY,2021-03-17 11:20:00,32783.62813360812,67.15999999999622,32955.68999999999,32787.79,32854.95,3000.0000000000005,-40000.0,9000.0
548,WIN,SELL,2021-03-23 13:35:00,32738.512622148966,59.7400000000016,32574.619999999995,32723.97,32664.23,3000.0,-37000.0,12000.0
549,LOSS,BUY,2021-03-24 13:55:00,32690.239618569645,93.47000000000116,32840.105,32606.43,32699.9,-2000.0,-39000.0,10000.0
550,WIN,BUY,2021-03-26 14:55:00,32660.37304428466,132.52999999999884,33020.534999999996,32689.21,32821.74,3000.0,-36000.0,13000.0
551,LOSS,BUY,2021-03-30 10:30:00,32935.9312326663,113.77999999999884,33319.25,33034.8,33148.58,-2000.0000000000002,-38000.0,11000.0
552,LOSS,BUY,2021-03-31 11:00:00,33016.49393500628,55.30999999999767,33164.134999999995,33025.86,33081.17,-2000.0000000000002,-40000.0,9000.0
553,WIN,BUY,2021-04-01 10:05:00,33047.436537879745,68.37000000000262,33151.49500000001,32980.57,33048.94,3000.0,-37000.0,3000.0
554,WIN,BUY,2021-04-01 15:55:00,33084.38983527967,73.49000000000524,33266.60500000001,33082.88,33156.37,3000.0,-34000.0,6000.0
555,LOSS,BUY,2021-04-05 15:40:00,33319.47235556979,51.42000000000553,33613.860000000015,33485.31,33536.73,-2000.0,-36000.0,4000.0
556,LOSS,BUY,2021-04-06 10:00:00,33338.75673012249,28.279999999998836,33556.009999999995,33485.31,33513.59,-2000.0,-38000.0,2000.0
557,LOSS,BUY,2021-04-07 10:20:00,33412.517211627455,73.65999999999622,33564.57999999999,33380.43,33454.09,-2000.0,-40000.0,0.0
558,WIN,BUY,2021-04-12 14:25:00,33623.41277115242,33.81999999999971,33750.09,33665.54,33699.36,3000.0,-37000.0,3000.0
559,LOSS,BUY,2021-04-14 15:25:00,33741.007229218165,73.36000000000058,33894.03,33710.63,33783.99,-1999.9999999999998,-39000.0,1000.0000000000002
560,WIN,BUY,2021-04-16 13:20:00,33982.23721432957,30.339999999996508,34185.509999999995,34109.66,34140.0,2999.9999999999995,-36000.0,4000.0
561,LOSS,BUY,2021-04-19 10:35:00,34043.76518194899,110.31999999999971,34270.71000000001,33994.91,34105.23,-2000.0,-38000.0,2000.0
562,LOSS,BUY,2021-04-22 10:40:00,33989.69209574285,82.5,34161.04,33954.79,34037.29,-2000.0,-40000.0,0.0
563,LOSS,BUY,2021-04-26 12:40:00,34021.06513895529,37.17000000000553,34125.30500000001,34032.38,34069.55,-2000.0000000000002,-42000.0,-2000.0000000000002
564,LOSS,SELL,2021-04-30 13:55:00,33904.51333677498,86.41999999999825,33697.79,33913.84,33827.42,-2000.0,-44000.0,-4000.0
565,WIN,BUY,2021-05-06 10:30:00,34148.51687152195,91.63999999999942,34414.159999999996,34185.06,34276.7,3000.0,-41000.0,3000.0
566,WIN,BUY,2021-05-06 15:05:00,34240.34149598406,41.26000000000204,34431.18000000001,34328.03,34369.29,3000.0,-38000.0,6000.0
567,LOSS,BUY,2021-05-10 15:25:00,34755.692853718065,48.62999999999738,34955.36499999999,34833.79,34882.42,-2000.0,-40000.0,4000.0
568,WIN,SELL,2021-05-13 11:10:00,34101.88585422538,109.80999999999767,33866.355,34140.88,34031.07,3000.0,-37000.0,7000.0
569,WIN,BUY,2021-05-17 10:55:00,34234.79729232796,69.98999999999796,34351.625,34176.65,34246.64,3000.0,-34000.0,10000.0
570,LOSS,BUY,2021-05-18 11:10:00,34257.690120716914,50.49000000000524,34339.39500000001,34213.17,34263.66,-2000.0,-36000.0,8000.0
571,WIN,SELL,2021-05-19 13:40:00,34029.55616249651,83.56999999999971,33656.225000000006,33865.15,33781.58,3000.0000000000005,-33000.0,11000.0
572,WIN,BUY,2021-05-21 13:30:00,34134.55679919734,95.16000000000349,34380.82000000001,34142.92,34238.08,3000.0000000000005,-30000.0,14000.0
573,LOSS,BUY,2021-05-25 10:50:00,34323.22580550195,42.140000000006694,34486.37000000001,34381.02,34423.16,-2000.0,-32000.0,12000.0
574,WIN,BUY,2021-05-27 14:25:00,34397.502349348084,36.68000000000029,34489.130000000005,34397.43,34434.11,2999.9999999999995,-29000.0,15000.0
575,WIN,BUY,2021-06-01 13:55:00,34551.16915571834,32.81000000000495,34626.58500000001,34544.56,34577.37,3000.0,-26000.0,18000.0
576,LOSS,BUY,2021-06-02 15:55:00,34588.19214830197,43.58999999999651,34665.72499999999,34556.75,34600.34,-2000.0,-28000.0,16000.0
577,WIN,BUY,2021-06-03 15:20:00,34588.57736221114,30.5199999999968,34645.869999999995,34569.57,34600.09,3000.0000000000005,-25000.0,19000.0
578,WIN,BUY,2021-06-22 10:25:00,33759.12282243139,83.90000000000146,33960.81,33751.06,33834.96,3000.0,-22000.0,22000.0
579,LOSS,BUY,2021-06-23 12:00:00,33868.76473251228,18.209999999999127,33957.715,33912.19,33930.4,-2000.0,-24000.0,20000.0
580,LOSS,BUY,2021-06-28 10:55:00,34263.73308623805,23.729999999995925,34317.51499999999,34258.19,34281.92,-2000.0,-26000.0,18000.0
581,LOSS,BUY,2021-06-29 13:55:00,34300.734925169105,23.049999999995634,34357.17499999999,34299.55,34322.6,-2000.0,-28000.0,16000.0
582,LOSS,BUY,2021-07-07 11:10:00,34562.547858395796,140.51000000000204,34786.865000000005,34435.59,34576.1,-2000.0,-30000.0,-2000.0
583,LOSS,BUY,2021-07-13 11:10:00,34854.75948489429,42.94000000000233,35005.55,34898.2,34941.14,-2000.0,-32000.0,-4000.0
584,LOSS,BUY,2021-07-14 13:30:00,34901.25517891783,91.44999999999709,35055.494999999995,34826.87,34918.32,-2000.0,-34000.0,-6000.0
585,LOSS,BUY,2021-07-15 10:10:00,34906.7156227835,61.00999999999476,35009.35499999999,34856.83,34917.84,-2000.0000000000002,-36000.0,-8000.0
586,WIN,BUY,2021-07-22 10:35:00,34629.35600735772,73.02000000000407,34879.83000000001,34697.28,34770.3,2999.9999999999995,-33000.0,-5000.0
587,LOSS,BUY,2021-07-23 15:30:00,34876.07025583402,65.38999999999942,35147.625,34984.15,35049.54,-2000.0,-35000.0,-7000.0
588,LOSS,BUY,2021-07-27 10:25:00,34994.30868763809,97.12999999999738,35176.64499999999,34933.82,35030.95,-2000.0000000000002,-37000.0,-9000.0
589,LOSS,BUY,2021-07-30 10:05:00,35059.44395529817,40.9800000000032,35153.01000000001,35050.56,35091.54,-2000.0,-39000.0,-11000.0
590,LOSS,BUY,2021-08-06 15:25:00,35081.366667558315,45.38999999999942,35271.985,35158.51,35203.9,-2000.0,-41000.0,-13000.0
591,WIN,BUY,2021-08-09 10:40:00,35089.298366454634,66.70999999999913,35208.015,35041.24,35107.95,2999.9999999999995,-38000.0,-10000.0
592,WIN,BUY,2021-08-12 11:15:00,35348.472194303795,34.330000000001746,35438.355,35352.53,35386.86,3000.0,-35000.0,-7000.0
593,LOSS,BUY,2021-08-13 15:20:00,35458.40246529472,31.410000000003492,35555.225000000006,35476.7,35508.11,-2000.0,-37000.0,-9000.0
594,WIN,SELL,2021-08-19 13:15:00,35146.51376489986,73.02999999999884,34798.565,34981.14,34908.11,3000.0,-34000.0,-6000.0
595,WIN,BUY,2021-08-20 15:10:00,35081.1473735593,60.95999999999913,35208.61,35056.21,35117.17,3000.0,-31000.0,-3000.0
596,WIN,BUY,2021-08-24 12:35:00,35291.732083997624,31.0199999999968,35440.87999999999,35363.33,35394.35,3000.0,-28000.0,0.0
597,WIN,BUY,2021-08-25 10:05:00,35331.154419509825,30.19000000000233,35419.725000000006,35344.25,35374.44,3000.0000000000005,-25000.0,3000.0000000000005
598,WIN,BUY,2021-08-25 15:40:00,35387.86693544366,39.580000000001746,35495.8,35396.85,35436.43,2999.9999999999995,-22000.0,6000.0
599,LOSS,BUY,2021-08-30 10:25:00,35400.6504202512,69.12999999999738,35547.28499999999,35374.46,35443.59,-2000.0,-24000.0,4000.0
600,LOSS,BUY,2021-09-02 15:50:00,35395.938896722306,55.669999999998254,35487.655,35348.48,35404.15,-2000.0,-26000.0,-2000.0
601,WIN,SELL,2021-09-10 13:25:00,34966.826371855284,57.61999999999534,34761.05000000001,34905.1,34847.48,3000.0,-23000.0,1000.0
602,LOSS,SELL,2021-09-13 11:10:00,34901.30017178504,103.2300000000032,34661.39499999999,34919.47,34816.24,-2000.0,-25000.0,-1000.0
603,LOSS,SELL,2021-09-16 13:35:00,34716.53156856163,51.549999999995634,34569.475000000006,34698.35,34646.8,-2000.0,-27000.0,-3000.0
604,WIN,SELL,2021-09-21 12:40:00,34191.03905205269,63.919999999998254,34057.3,34217.1,34153.18,3000.0,-24000.0,0.0
605,LOSS,BUY,2021-09-24 11:05:00,34580.63360338165,64.36000000000058,34869.76,34708.86,34773.22,-1999.9999999999998,-26000.0,-1999.9999999999998
606,LOSS,BUY,2021-09-27 13:20:00,34776.393559535165,50.900000000001455,35010.72,34883.47,34934.37,-1999.9999999999998,-28000.0,-3999.9999999999995
607,WIN,SELL,2021-09-29 11:25:00,34560.60889339912,50.30000000000291,34403.719999999994,34529.47,34479.17,3000.0000000000005,-25000.0,-999.9999999999991
608,LOSS,SELL,2021-10-01 12:55:00,34198.190803742196,37.37999999999738,34065.15000000001,34158.6,34121.22,-1999.9999999999998,-27000.0,-1999.9999999999998
609,LOSS,BUY,2021-10-07 15:15:00,34555.91152690772,93.08000000000175,34985.880000000005,34753.18,34846.26,-2000.0,-29000.0,-4000.0
610,LOSS,BUY,2021-10-08 11:45:00,34623.46598990618,45.63999999999942,34835.92,34721.82,34767.46,-2000.0,-31000.0,-6000.0
611,WIN,SELL,2021-10-12 12:30:00,34645.5477991847,105.84999999999854,34314.615000000005,34579.24,34473.39,3000.0000000000005,-28000.0,-2999.9999999999995
612,LOSS,SELL,2021-10-13 14:25:00,34449.293923420075,76.90000000000146,34255.509999999995,34447.76,34370.86,-2000.0,-30000.0,-5000.0
613,WIN,BUY,2021-10-18 10:25:00,35003.522703748386,60.15999999999622,35296.259999999995,35145.86,35206.02,3000.0,-27000.0,-2000.0
614,WIN,BUY,2021-10-18 15:05:00,35109.96974533459,14.619999999995343,35245.69999999999,35209.15,35223.77,3000.0000000000005,-24000.0,1000.0000000000005
615,WIN,BUY,2021-10-19 15:05:00,35264.888919511475,51.4800000000032,35502.87000000001,35374.17,35425.65,3000.0,-21000.0,4000.0000000000005
616,LOSS,BUY,2021-10-20 16:00:00,35458.85601397231,40.729999999995925,35670.43499999999,35568.61,35609.34,-2000.0000000000002,-23000.0,2000.0000000000002
617,LOSS,BUY,2021-10-21 10:30:00,35467.89276536427,33.89999999999418,35587.79999999999,35503.05,35536.95,-2000.0,-25000.0,2.2737367544323206e-13
618,WIN,BUY,2021-10-22 12:20:00,35538.845884643604,68.22000000000116,35705.87,35535.32,35603.54,3000.0,-22000.0,3000.0
619,WIN,BUY,2021-10-26 13:25:00,35727.12877980151,39.23999999999796,35832.83,35734.73,35773.97,3000.0,-19000.0,6000.0
620,LOSS,SELL,2021-10-28 11:20:00,35690.349673777215,61.38999999999942,35566.375,35719.85,35658.46,-1999.9999999999998,-21000.0,4000.0
621,WIN,BUY,2021-10-29 15:10:00,35722.133639232845,31.720000000001164,35787.41,35708.11,35739.83,2999.9999999999995,-18000.0,7000.0
622,WIN,BUY,2021-11-01 14:35:00,35796.260372729106,59.900000000001455,35966.83,35817.08,35876.98,2999.9999999999995,-15000.0,10000.0
623,LOSS,BUY,2021-11-03 10:35:00,35933.71840609086,36.93000000000029,36017.69500000001,35925.37,35962.3,-2000.0,-17000.0,8000.0
624,LOSS,BUY,2021-11-04 11:55:00,36003.325802213396,81.55000000000291,36203.895000000004,36000.02,36081.57,-2000.0,-19000.0,6000.0
625,WIN,BUY,2021-11-05 14:05:00,36165.01829753402,112.67000000000553,36471.875000000015,36190.2,36302.87,2999.9999999999995,-16000.0,9000.0
626,WIN,BUY,2021-11-08 13:15:00,36279.97301588806,33.220000000001164,36417.47,36334.42,36367.64,2999.9999999999995,-13000.0,12000.0
627,LOSS,BUY,2021-11-09 10:40:00,36315.13747166648,91.75999999999476,36452.80999999999,36223.41,36315.17,-2000.0000000000002,-15000.0,10000.0
628,LOSS,BUY,2021-11-15 12:45:00,36101.25340035518,37.95999999999913,36177.53999999999,36082.64,36120.6,-2000.0,-17000.0,8000.0
629,WIN,SELL,2021-11-18 12:55:00,35983.472509776686,63.84000000000378,35761.76999999999,35921.37,35857.53,3000.0000000000005,-14000.0,11000.0
630,WIN,BUY,2021-11-22 14:00:00,35806.244299439575,45.51000000000204,35907.455,35793.68,35839.19,3000.0000000000005,-11000.0,14000.0
631,WIN,SELL,2021-11-29 13:15:00,35302.57314660902,23.85000000000582,35199.24499999999,35258.87,35235.02,3000.0000000000005,-8000.0,17000.0
632,LOSS,SELL,2021-11-30 14:45:00,34973.680155165544,119.13999999999942,34381.37,34679.22,34560.08,-2000.0,-10000.0,15000.0
633,WIN,SELL,2021-12-02 12:40:00,34679.6677341535,47.54000000000087,34578.149999999994,34697.0,34649.46,3000.0,-7000.0,3000.0
634,LOSS,SELL,2021-12-02 14:45:00,34679.88678583157,73.19999999999709,34566.25000000001,34749.25,34676.05,-2000.0,-9000.0,1000.0
635,WIN,BUY,2021-12-06 15:50:00,34921.57899597712,74.10000000000582,35387.45000000001,35202.2,35276.3,2999.9999999999995,-6000.0,3999.9999999999995
636,WIN,BUY,2021-12-08 11:50:00,35445.73583001826,51.86999999999534,35732.32499999999,35602.65,35654.52,3000.0,-3000.0,7000.0
637,LOSS,BUY,2021-12-09 10:25:00,35555.10217830226,37.55999999999767,35726.579999999994,35632.68,35670.24,-2000.0,-5000.0,5000.0
638,WIN,BUY,2021-12-10 11:40:00,35700.82228928978,97.38999999999942,35953.905,35710.43,35807.82,3000.0,-2000.0,8000.0
639,WIN,SELL,2021-12-15 13:10:00,35578.30784657561,47.88999999999942,35454.325000000004,35574.05,35526.16,3000.0,1000.0,11000.0
640,LOSS,BUY,2021-12-16 13:25:00,35780.32435673023,90.88999999999942,36157.455,35930.23,36021.12,-2000.0000000000002,-1000.0000000000002,9000.0
641,WIN,SELL,2021-12-17 14:30:00,35671.94637589428,99.45000000000437,35349.59499999999,35598.22,35498.77,2999.9999999999995,1999.9999999999993,12000.0
642,WIN,BUY,2021-12-28 13:25:00,36165.239225633995,64.2699999999968,36492.36499999999,36331.69,36395.96,2999.9999999999995,4999.999999999999,15000.0
643,LOSS,BUY,2021-12-30 12:40:00,36424.23391106172,42.48999999999796,36580.045,36473.82,36516.31,-2000.0,2999.999999999999,13000.0
644,LOSS,BUY,2022-01-03 10:15:00,36418.93011081926,124.14999999999418,36607.78499999999,36297.41,36421.56,-2000.0,-2000.0,-2000.0
645,WIN,BUY,2022-01-04 14:15:00,36608.54118455782,49.279999999998836,36858.77,36735.57,36784.85,2999.9999999999995,999.9999999999995,999.9999999999995
646,LOSS,BUY,2022-01-05 10:15:00,36666.85230834835,78.59999999999854,36957.66,36761.16,36839.76,-2000.0,-1000.0000000000005,-1000.0000000000005
647,WIN,SELL,2022-01-06 13:20:00,36566.9536422886,109.05999999999767,36148.130000000005,36420.78,36311.72,2999.9999999999995,1999.999999999999,1999.999999999999
648,LOSS,SELL,2022-01-10 14:50:00,36120.41888728533,107.0,35748.16,36015.66,35908.66,-2000.0,-9.094947017729282e-13,-9.094947017729282e-13
649,LOSS,BUY,2022-01-12 11:50:00,36158.40485839289,90.44000000000233,36436.41,36210.31,36300.75,-2000.0,-2000.000000000001,-2000.000000000001
650,LOSS,BUY,2022-01-13 13:20:00,36272.85775444082,117.96999999999389,36537.47499999999,36242.55,36360.52,-2000.0,-4000.000000000001,-4000.000000000001
651,WIN,SELL,2022-01-19 12:50:00,35575.73479589739,97.56999999999971,35232.244999999995,35476.17,35378.6,2999.9999999999995,-1000.0000000000014,-1000.0000000000014
652,WIN,SELL,2022-01-20 11:40:00,35448.93388769,98.91999999999825,35242.9,35490.2,35391.28,3000.0,1999.9999999999986,1999.9999999999986
653,LOSS,SELL,2022-01-24 15:00:00,34246.14959670222,135.0500000000029,33547.48499999999,33885.11,33750.06,-2000.0000000000002,-1.5916157281026244e-12,-1.5916157281026244e-12
654,LOSS,SELL,2022-01-25 11:10:00,34161.44674615558,131.20999999999913,33683.815,34011.84,33880.63,-2000.0,-2000.0000000000016,-2000.0000000000016
655,WIN,BUY,2022-01-28 14:55:00,34267.86012626805,288.7700000000041,34802.02500000001,34080.1,34368.87,3000.0,999.9999999999984,999.9999999999984
656,LOSS,BUY,2022-02-03 10:35:00,35263.7983906935,120.02999999999884,35586.895,35286.82,35406.85,-1999.9999999999998,-1999.9999999999998,-1999.9999999999998
657,WIN,BUY,2022-02-08 10:05:00,35165.66216336422,86.84999999999854,35306.86499999999,35089.74,35176.59,3000.0,1000.0000000000002,1000.0000000000002
658,WIN,BUY,2022-02-08 15:10:00,35256.886073998685,154.65000000000146,35678.795,35292.17,35446.82,2999.9999999999995,4000.0,4000.0
659,LOSS,BUY,2022-02-10 10:05:00,35541.87715346323,103.63999999999942,35930.72,35671.62,35775.26,-2000.0000000000002,1999.9999999999998,1999.9999999999998
660,WIN,SELL,2022-02-11 11:10:00,35466.131182589306,96.94999999999709,35167.94500000001,35410.32,35313.37,3000.0000000000005,5000.0,5000.0
661,WIN,SELL,2022-02-14 13:20:00,34988.37573827101,122.04000000000087,34424.14,34729.24,34607.2,3000.0,8000.0,8000.0
662,LOSS,BUY,2022-02-15 15:55:00,34906.01728109731,159.84999999999854,35226.66499999999,34827.04,34986.89,-2000.0000000000002,6000.0,6000.0
663,WIN,SELL,2022-02-23 12:55:00,33853.95473224045,129.66999999999825,33357.855,33682.03,33552.36,2999.9999999999995,9000.0,9000.0
664,LOSS,BUY,2022-02-28 10:35:00,33556.3301109223,222.25,34075.635,33520.01,33742.26,-2000.0,7000.0,7000.0
665,WIN,BUY,2022-03-03 11:45:00,33731.31401177983,128.16999999999825,33961.954999999994,33641.53,33769.7,2999.9999999999995,2999.9999999999995,2999.9999999999995
666,WIN,SELL,2022-03-04 13:40:00,33651.94385122193,151.20999999999913,33276.875,33654.9,33503.69,3000.0,6000.0,6000.0
667,WIN,BUY,2022-03-09 14:40:00,33192.74545445976,64.05000000000291,33424.045000000006,33263.92,33327.97,3000.0,9000.0,9000.0
668,LOSS,BUY,2022-03-11 13:00:00,33176.89544342975,90.43000000000029,33381.524999999994,33155.45,33245.88,-2000.0,7000.0,7000.0
669,WIN,BUY,2022-03-16 14:50:00,33521.94690830564,291.97000000000116,34121.165,33391.24,33683.21,3000.0,10000.0,10000.0
670,LOSS,BUY,2022-03-21 11:25:00,34324.46499061902,50.01000000000204,34692.66500000001,34567.64,34617.65,-1999.9999999999998,8000.0,8000.0
